(0.0098876953125, 0.40985107421875, -0.0555419921875, 0.910400390625)
(0.00787353515625, 0.45257568359375, -0.05322265625, 0.89007568359375)
(-0.00567626953125, 0.5267333984375, -0.0306396484375, 0.8494873046875)
(0.01141357421875, 0.6533203125, -0.0242919921875, 0.756591796875)
(0.023681640625, 0.68212890625, -0.03045654296875, 0.730224609375)
(0.05328369140625, 0.7274169921875, -0.0439453125, 0.68267822265625)
(0.06463623046875, 0.733154296875, -0.09552001953125, 0.670166015625)
(0.0296630859375, 0.7130126953125, -0.11224365234375, 0.69146728515625)
(-0.05218505859375, 0.66766357421875, -0.13909912109375, 0.7294921875)
(-0.27716064453125, 0.57525634765625, -0.18402099609375, 0.747314453125)
(-0.33197021484375, 0.553466796875, -0.20233154296875, 0.736572265625)
(-0.4315185546875, 0.5152587890625, -0.2288818359375, 0.7042236328125)
(-0.61932373046875, 0.468994140625, -0.227783203125, 0.5870361328125)
(-0.660400390625, 0.44952392578125, -0.22393798828125, 0.5582275390625)
(-0.7305908203125, 0.42535400390625, -0.2142333984375, 0.4892578125)
(-0.81689453125, 0.375732421875, -0.1739501953125, 0.40155029296875)
(-0.82342529296875, 0.3623046875, -0.1666259765625, 0.4036865234375)
(-0.80584716796875, 0.32769775390625, -0.17742919921875, 0.460205078125)
(-0.677978515625, 0.2568359375, -0.14178466796875, 0.67401123046875)
(-0.6253662109375, 0.2330322265625, -0.1298828125, 0.73333740234375)
(-0.50408935546875, 0.1971435546875, -0.1170654296875, 0.83270263671875)
(-0.2799072265625, 0.08612060546875, -0.08740234375, 0.9521484375)
(-0.239990234375, 0.055419921875, -0.078369140625, 0.96600341796875)
(-0.1533203125, 0.0150146484375, -0.07623291015625, 0.985107421875)
(-0.06683349609375, -0.093505859375, -0.1068115234375, 0.98760986328125)
(-0.049072265625, -0.13311767578125, -0.1153564453125, 0.983154296875)
(-0.064453125, -0.2392578125, -0.126953125, 0.96044921875)
(-0.11871337890625, -0.510009765625, -0.12860107421875, 0.8421630859375)
(-0.13189697265625, -0.58319091796875, -0.12396240234375, 0.79193115234375)
(-0.15948486328125, -0.6898193359375, -0.11846923828125, 0.6961669921875)
(-0.21234130859375, -0.8348388671875, -0.07757568359375, 0.50189208984375)
(-0.22808837890625, -0.8529052734375, -0.06170654296875, 0.465576171875)
(-0.25177001953125, -0.89556884765625, -0.0137939453125, 0.3665771484375)
(-0.279541015625, -0.92822265625, 0.08563232421875, 0.22998046875)
(-0.28314208984375, -0.9302978515625, 0.1007080078125, 0.21026611328125)
(-0.27947998046875, -0.9256591796875, 0.201416015625, 0.15655517578125)
(-0.25750732421875, -0.8436279296875, 0.45025634765625, 0.1387939453125)
(-0.242919921875, -0.816162109375, 0.50750732421875, 0.13165283203125)
(-0.220947265625, -0.74725341796875, 0.61505126953125, 0.1202392578125)
(-0.190673828125, -0.5892333984375, 0.7708740234375, 0.14886474609375)
(-0.1739501953125, -0.56378173828125, 0.7960205078125, 0.1351318359375)
(-0.1502685546875, -0.5084228515625, 0.83636474609375, 0.1392822265625)
(-0.0799560546875, -0.4609375, 0.8692626953125, 0.15966796875)
(-0.05511474609375, -0.45361328125, 0.8746337890625, 0.16204833984375)
(0.00799560546875, -0.45721435546875, 0.87969970703125, 0.13031005859375)
(0.176513671875, -0.45660400390625, 0.86029052734375, 0.1422119140625)
(0.2198486328125, -0.454345703125, 0.84906005859375, 0.1558837890625)
(0.29937744140625, -0.47894287109375, 0.81317138671875, 0.14044189453125)
(0.29473876953125, -0.5003662109375, 0.80145263671875, 0.142822265625)
(0.2545166015625, -0.5103759765625, 0.81109619140625, 0.12982177734375)
(0.1688232421875, -0.5523681640625, 0.8116455078125, 0.0875244140625)
(-0.0125732421875, 0.6951904296875, -0.71832275390625, 0.0225830078125)
(0.02996826171875, 0.7335205078125, -0.67633056640625, 0.059814453125)
(0.10211181640625, 0.7982177734375, -0.58807373046875, 0.080810546875)
(0.134765625, 0.90118408203125, -0.40899658203125, 0.04974365234375)
(0.13140869140625, 0.92303466796875, -0.3587646484375, 0.044921875)
(0.11798095703125, 0.96240234375, -0.24072265625, 0.04376220703125)
(0.11077880859375, 0.98333740234375, -0.1300048828125, 0.062744140625)
(0.11395263671875, 0.98468017578125, -0.1142578125, 0.06573486328125)
(0.12353515625, 0.98712158203125, -0.0836181640625, 0.0577392578125)
(0.1395263671875, 0.986572265625, -0.07415771484375, 0.041748046875)
(0.14306640625, 0.98590087890625, -0.0748291015625, 0.04345703125)
(0.14874267578125, 0.98516845703125, -0.07403564453125, 0.04296875)
(0.1602783203125, 0.98358154296875, -0.0738525390625, 0.0372314453125)
(0.162841796875, 0.98345947265625, -0.07196044921875, 0.03326416015625)
(0.16717529296875, 0.98358154296875, -0.06707763671875, 0.0118408203125)
(-0.17010498046875, -0.97686767578125, 0.0455322265625, 0.12115478515625)
(-0.172119140625, -0.96844482421875, 0.02337646484375, 0.1785888671875)
(-0.16778564453125, -0.93536376953125, -0.0106201171875, 0.31121826171875)
(-0.11761474609375, -0.7762451171875, -0.14801025390625, 0.60137939453125)
(-0.1058349609375, -0.73138427734375, -0.17474365234375, 0.650634765625)
(-0.09112548828125, -0.63372802734375, -0.20379638671875, 0.74066162109375)
(-0.11956787109375, -0.3804931640625, -0.2239990234375, 0.88922119140625)
(-0.10858154296875, -0.34210205078125, -0.2147216796875, 0.9083251953125)
(-0.100830078125, -0.25775146484375, -0.20379638671875, 0.9390869140625)
(-0.09375, -0.146728515625, -0.1732177734375, 0.9693603515625)
(-0.091064453125, -0.11126708984375, -0.166748046875, 0.9754638671875)
(-0.07122802734375, -0.0159912109375, -0.14874267578125, 0.98614501953125)
(-0.05047607421875, 0.02239990234375, -0.1470947265625, 0.98760986328125)
(-0.0433349609375, 0.02069091796875, -0.150390625, 0.9874267578125)
(-0.043701171875, 0.0166015625, -0.15252685546875, 0.9871826171875)
(-0.03582763671875, 0.01153564453125, -0.154541015625, 0.98724365234375)
(-0.03741455078125, 0.012939453125, -0.1529541015625, 0.9874267578125)
(-0.03607177734375, 0.0072021484375, -0.1531982421875, 0.98748779296875)
(-0.0364990234375, -0.0010986328125, -0.1566162109375, 0.98699951171875)
(-0.0360107421875, -0.0054931640625, -0.157958984375, 0.98675537109375)
(-0.0362548828125, -0.01300048828125, -0.15814208984375, 0.98663330078125)
(-0.04437255859375, -0.05401611328125, -0.15399169921875, 0.985595703125)
(-0.04986572265625, -0.07830810546875, -0.14971923828125, 0.984375)
(-0.07733154296875, -0.15069580078125, -0.14697265625, 0.97454833984375)
(-0.1129150390625, -0.35504150390625, -0.14306640625, 0.91693115234375)
(-0.141845703125, -0.483154296875, -0.1278076171875, 0.85443115234375)
(-0.16436767578125, -0.62481689453125, -0.103515625, 0.7562255859375)
(-0.1964111328125, -0.79644775390625, -0.06072998046875, 0.5687255859375)
(-0.22198486328125, -0.8626708984375, -0.04534912109375, 0.4521484375)
(-0.22955322265625, -0.91595458984375, -0.02947998046875, 0.32781982421875)
(-0.23516845703125, -0.952392578125, -0.02294921875, 0.192626953125)
(-0.24505615234375, -0.962890625, -0.00360107421875, 0.1131591796875)
(-0.2415771484375, -0.9691162109375, 0.0267333984375, 0.0421142578125)
(0.23028564453125, 0.9715576171875, -0.05023193359375, 0.0218505859375)
(0.2315673828125, 0.9713134765625, -0.04949951171875, 0.02154541015625)
(0.23260498046875, 0.970947265625, -0.05108642578125, 0.02459716796875)
(0.23687744140625, 0.96990966796875, -0.05279541015625, 0.018310546875)
(0.2384033203125, 0.96954345703125, -0.0531005859375, 0.01812744140625)
(0.2420654296875, 0.96868896484375, -0.05340576171875, 0.0120849609375)
(-0.2513427734375, -0.9666748046875, 0.04681396484375, 0.01239013671875)
(-0.25347900390625, -0.966064453125, 0.0474853515625, 0.014892578125)
(-0.25518798828125, -0.96551513671875, 0.0465087890625, 0.02239990234375)
(-0.25909423828125, -0.956787109375, 0.03094482421875, 0.1282958984375)
(-0.26416015625, -0.951171875, 0.02288818359375, 0.1580810546875)
(-0.2666015625, -0.9324951171875, 0.013916015625, 0.24322509765625)
(-0.27056884765625, -0.8792724609375, -0.00531005859375, 0.39202880859375)
(-0.27880859375, -0.86224365234375, -0.01055908203125, 0.42266845703125)
(-0.26324462890625, -0.81524658203125, -0.0430908203125, 0.51397705078125)
(-0.17315673828125, -0.6326904296875, -0.123046875, 0.74468994140625)
(-0.16162109375, -0.58563232421875, -0.13970947265625, 0.78192138671875)
(-0.11212158203125, -0.475341796875, -0.16339111328125, 0.857177734375)
(-0.06329345703125, -0.23931884765625, -0.1812744140625, 0.9517822265625)
(-0.0557861328125, -0.1697998046875, -0.18084716796875, 0.9671630859375)
(-0.02459716796875, -0.06695556640625, -0.15838623046875, 0.98480224609375)
(-0.018310546875, -0.013427734375, -0.114990234375, 0.99310302734375)
(-0.02215576171875, -0.0146484375, -0.10113525390625, 0.9945068359375)
(-0.021484375, -0.0125732421875, -0.05718994140625, 0.998046875)
(-0.0159912109375, 0.01593017578125, 0.09783935546875, 0.99493408203125)
(-0.01934814453125, 0.01751708984375, 0.14007568359375, 0.98980712890625)
(-0.03326416015625, 0.004638671875, 0.21844482421875, 0.97528076171875)
(-0.05450439453125, -0.000244140625, 0.39239501953125, 0.918212890625)
(-0.04925537109375, 0.0050048828125, 0.42901611328125, 0.90191650390625)
(-0.040771484375, 0.01641845703125, 0.49639892578125, 0.86700439453125)
(-0.02899169921875, -0.0069580078125, 0.6142578125, 0.78851318359375)
(-0.02508544921875, -0.00189208984375, 0.64068603515625, 0.76739501953125)
(-0.025634765625, 0.0338134765625, 0.67218017578125, 0.73919677734375)
(-0.01251220703125, 0.022705078125, 0.62139892578125, 0.7830810546875)
(-0.0057373046875, 0.00946044921875, 0.591064453125, 0.80657958984375)
(-0.02728271484375, -0.034423828125, 0.5361328125, 0.843017578125)
(-0.04315185546875, -0.0570068359375, 0.3541259765625, 0.93243408203125)
(-0.02227783203125, -0.06591796875, 0.30059814453125, 0.95123291015625)
(-0.01513671875, -0.04327392578125, 0.20892333984375, 0.97686767578125)
(0.025634765625, -0.0692138671875, 0.0111083984375, 0.9971923828125)
(0.0057373046875, -0.06903076171875, -0.03961181640625, 0.996826171875)
(0.01513671875, -0.05780029296875, -0.12994384765625, 0.98974609375)
(0.0384521484375, -0.04949951171875, -0.31817626953125, 0.94598388671875)
(0.04388427734375, -0.04290771484375, -0.35784912109375, 0.9317626953125)
(0.04888916015625, -0.034423828125, -0.431884765625, 0.89996337890625)
(0.04681396484375, -0.0712890625, -0.581298828125, 0.8092041015625)
(0.02618408203125, -0.06768798828125, -0.6134033203125, 0.78643798828125)
(-0.0045166015625, -0.0955810546875, -0.66748046875, 0.73846435546875)
(-0.01220703125, -0.09613037109375, -0.66583251953125, 0.73974609375)
(-0.01806640625, -0.0970458984375, -0.65972900390625, 0.7449951171875)
(-0.04766845703125, -0.077880859375, -0.64093017578125, 0.76214599609375)
(-0.01019287109375, -0.09722900390625, -0.48748779296875, 0.86767578125)
(-0.0013427734375, -0.1041259765625, -0.43414306640625, 0.89483642578125)
(-0.0042724609375, -0.082763671875, -0.35272216796875, 0.93206787109375)
(-0.0465087890625, -0.0355224609375, -0.18695068359375, 0.98065185546875)
(-0.04437255859375, -0.03509521484375, -0.14910888671875, 0.9871826171875)
(-0.06402587890625, -0.0667724609375, -0.11834716796875, 0.9886474609375)
(-0.1405029296875, -0.01007080078125, -0.09637451171875, 0.9853515625)
(-0.12933349609375, -0.00970458984375, -0.08935546875, 0.987548828125)
(-0.10357666015625, -0.01171875, -0.088134765625, 0.99066162109375)
(-0.017578125, -0.01806640625, -0.0902099609375, 0.99560546875)
(-0.01739501953125, -0.01806640625, -0.08990478515625, 0.99566650390625)
(-0.0172119140625, -0.01806640625, -0.08917236328125, 0.9957275390625)
(-0.01678466796875, -0.01812744140625, -0.087890625, 0.995849609375)
(-0.016845703125, -0.01812744140625, -0.087646484375, 0.995849609375)
(-0.0167236328125, -0.01812744140625, -0.08709716796875, 0.99591064453125)
(-0.0167236328125, -0.01812744140625, -0.0860595703125, 0.9959716796875)
(-0.01678466796875, -0.0181884765625, -0.0858154296875, 0.99603271484375)
(-0.0167236328125, -0.01812744140625, -0.0853271484375, 0.99603271484375)
(-0.01678466796875, -0.01812744140625, -0.0843505859375, 0.99615478515625)
(-0.0167236328125, -0.01812744140625, -0.0841064453125, 0.99615478515625)
(-0.01666259765625, -0.0181884765625, -0.0836181640625, 0.9962158203125)
(-0.01666259765625, -0.018310546875, -0.08270263671875, 0.99627685546875)
(-0.01666259765625, -0.018310546875, -0.08245849609375, 0.99627685546875)
(-0.01666259765625, -0.018310546875, -0.08154296875, 0.996337890625)
